Student_ID,Gender,Age,Field_of_Study,Study_Hours_per_Day,Mode_of_Learning,Internet_Access,Satisfied_with_Learning_Environment,Participates_in_Extracurriculars,Feels_Stressed,Would_Recommend_Institute,Total Marks Scored
S07502,Other,21,Arts,9,Online,,Very Dissatisfied,Yes,Yes,Yes,53
S07503,Female,18,Commerce,12,Hybrid,Yes,Neutral,Yes,Yes,Yes,74
S07504,Other,25,Engineering,,Offline,Yes,Neutral,No,Yes,Yes,91
S07505,Male,20,Law,12,Offline,Yes,Satisfied,Yes,No,No,87
S07506,Other,20,Law,8,Online,Yes,Very Satisfied,Yes,No,No,73
S07507,Male,18,,1,Offline,Yes,Dissatisfied,No,Yes,No,49
S07508,Other,19,Science,11,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,74
S07509,Other,20,Commerce,12,Hybrid,Yes,Neutral,,Yes,No,50
S07510,Male,24,Science,2,Hybrid,Yes,,No,Yes,Yes,50
S07511,Other,19,Medicine,4,Online,,Very Dissatisfied,,Yes,No,60
S07512,,24,Engineering,9,Hybrid,Yes,Very Satisfied,No,Yes,Yes,60
S07513,Other,21,Arts,,Online,,Neutral,No,Yes,Yes,61
S07514,Female,23,Arts,3,Online,Yes,Satisfied,No,No,No,84
S07515,,20,Commerce,12,Hybrid,No,Very Dissatisfied,,Yes,No,46
S07516,Other,19,Arts,4,Hybrid,Yes,Very Dissatisfied,,,No,94
S07517,Male,25,Commerce,5,Online,Yes,Dissatisfied,Yes,Yes,Yes,56
S07518,Male,24,Science,4,Hybrid,Yes,,Yes,No,,41
S07519,Male,18,Science,9,Offline,Yes,Neutral,Yes,No,Yes,51
S07520,Other,24,Medicine,0,,Yes,Very Satisfied,No,Yes,No,96
S07521,Other,24,Medicine,5,Online,Yes,,No,No,No,81
S07522,Male,21,Engineering,8,Hybrid,Yes,Satisfied,Yes,No,Yes,57
S07523,Female,22,Arts,2,Hybrid,Yes,Satisfied,Yes,No,No,93
S07524,Male,22,Medicine,,Online,Yes,Neutral,No,No,,98
S07525,Female,18,Engineering,,Online,Yes,Very Satisfied,Yes,Yes,Yes,50
S07526,Male,21,Law,11,Online,Yes,Satisfied,No,Yes,No,55
S07527,Male,21,Medicine,2,Hybrid,Yes,Satisfied,Yes,No,Yes,88
S07528,Male,,Engineering,3,Online,Yes,,Yes,No,,90
S07529,Other,21,Commerce,5,Offline,Yes,Dissatisfied,No,Yes,No,57
S07530,Female,21,,,Offline,Yes,Neutral,Yes,Yes,Yes,74
S07531,Female,22,Engineering,12,,Yes,Neutral,No,Yes,Yes,92
S07532,Male,19,Science,11,Online,Yes,Neutral,No,Yes,Yes,98
S07533,Other,21,Law,5,Online,Yes,Neutral,No,Yes,Yes,65
S07534,Other,19,Engineering,11,Offline,Yes,Very Satisfied,No,Yes,Yes,55
S07535,Female,24,Medicine,1,Online,Yes,Very Dissatisfied,No,No,No,45
S07536,Other,24,Science,12,Hybrid,Yes,Neutral,No,No,Yes,96
S07537,Female,21,Engineering,12,Hybrid,Yes,Dissatisfied,Yes,No,Yes,83
S07538,Female,20,Arts,2,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,82
S07539,Female,,Medicine,12,Online,,Very Dissatisfied,No,No,No,86
S07540,Other,20,Medicine,8,Online,Yes,Very Satisfied,Yes,Yes,No,86
S07541,Female,24,Commerce,1,Offline,Yes,Satisfied,,Yes,Yes,87
S07542,Female,23,Arts,,Offline,Yes,Very Dissatisfied,Yes,No,Yes,81
S07543,Male,20,Arts,,Hybrid,Yes,Very Satisfied,No,Yes,Yes,51
S07544,Female,21,Medicine,,Online,Yes,Very Satisfied,No,Yes,Yes,99
S07545,Female,19,Law,0,Online,Yes,Very Satisfied,No,No,Yes,52
S07546,Male,23,Science,10,,Yes,Neutral,No,No,No,43
S07547,Male,22,Commerce,12,Hybrid,Yes,Satisfied,Yes,No,Yes,78
S07548,Other,18,Arts,1,Offline,Yes,Neutral,Yes,Yes,No,93
S07549,Female,23,Commerce,,Offline,Yes,Dissatisfied,Yes,Yes,No,41
S07550,Other,23,Medicine,8,Hybrid,Yes,Satisfied,Yes,Yes,Yes,65
S07551,Other,22,Science,8,Online,Yes,Neutral,Yes,Yes,No,98
S07552,Male,21,Engineering,10,Offline,Yes,Satisfied,Yes,No,Yes,66
S07553,Other,20,,5,Hybrid,Yes,Dissatisfied,Yes,No,No,66
S07554,Female,20,Science,10,Online,Yes,Neutral,Yes,,No,54
S07555,Male,24,Commerce,5,Hybrid,Yes,Satisfied,Yes,Yes,No,47
S07556,Female,19,Medicine,2,Online,Yes,Dissatisfied,No,No,Yes,46
S07557,Female,21,Science,4,Offline,Yes,Very Satisfied,,No,No,86
S07558,Male,,Engineering,10,Online,Yes,Satisfied,No,Yes,Yes,94
S07559,Female,21,Science,3,Online,Yes,Dissatisfied,Yes,Yes,Yes,85
S07560,Male,21,Medicine,9,Hybrid,Yes,Very Satisfied,No,No,No,79
S07561,Female,20,Commerce,9,Online,Yes,Dissatisfied,Yes,Yes,No,99
S07562,Male,22,,11,Offline,Yes,Very Dissatisfied,No,No,No,51
S07563,Other,25,Arts,8,Hybrid,Yes,,Yes,Yes,No,52
S07564,Female,18,Law,8,Hybrid,Yes,Neutral,Yes,Yes,No,82
S07565,Male,23,Commerce,0,Hybrid,Yes,Neutral,Yes,No,Yes,56
S07566,Female,20,Law,7,Hybrid,No,Neutral,No,,No,100
S07567,,22,Law,8,Hybrid,Yes,Neutral,Yes,No,Yes,56
S07568,Female,19,Medicine,4,Hybrid,,Very Dissatisfied,No,No,Yes,95
S07569,Male,23,Medicine,3,Hybrid,Yes,Very Dissatisfied,No,No,Yes,75
S07570,Other,,Medicine,9,Offline,Yes,Very Dissatisfied,No,No,No,60
S07571,Other,25,Engineering,3,Offline,Yes,Very Satisfied,Yes,No,Yes,47
S07572,Other,25,Commerce,1,Hybrid,Yes,Satisfied,No,No,No,44
S07573,Male,20,Arts,8,Online,Yes,Neutral,No,Yes,Yes,65
S07574,Other,24,,4,Hybrid,Yes,Satisfied,No,Yes,No,55
S07575,Male,19,,10,,Yes,Neutral,No,No,No,75
S07576,Female,20,,2,Hybrid,Yes,Neutral,No,No,Yes,67
S07577,Female,21,Commerce,5,Online,,Neutral,No,No,Yes,93
S07578,Other,,Commerce,8,Offline,Yes,,No,Yes,Yes,68
S07579,Male,22,Law,8,Online,Yes,Very Satisfied,No,Yes,No,86
S07580,Female,25,Commerce,11,Online,Yes,Neutral,No,Yes,No,51
S07581,Male,19,Law,12,Online,No,Neutral,Yes,Yes,No,76
S07582,Male,23,Law,,Online,Yes,Neutral,No,No,No,69
S07583,Female,20,Science,,Hybrid,Yes,Dissatisfied,No,No,No,62
S07584,Male,25,Medicine,3,Offline,Yes,Neutral,No,Yes,Yes,55
S07585,Female,23,Engineering,4,Online,No,Very Dissatisfied,No,Yes,Yes,53
S07586,Female,19,Law,6,Offline,Yes,Very Dissatisfied,Yes,No,No,49
S07587,Female,25,Commerce,6,Hybrid,Yes,Satisfied,,No,Yes,46
S07588,Male,,Law,12,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,84
S07589,Female,23,Law,6,Offline,,Satisfied,No,Yes,No,91
S07590,Male,20,Law,7,Hybrid,Yes,Very Satisfied,Yes,Yes,No,99
S07591,Female,24,Arts,10,Offline,Yes,Dissatisfied,Yes,No,No,100
S07592,Female,20,Arts,4,Online,Yes,Very Dissatisfied,No,No,Yes,76
S07593,Other,18,Arts,0,Hybrid,Yes,Neutral,No,Yes,No,68
S07594,Other,25,Arts,10,Hybrid,Yes,Very Satisfied,No,No,No,42
S07595,Other,23,Science,8,Offline,Yes,Neutral,,Yes,Yes,54
S07596,Male,18,Law,8,Hybrid,Yes,Satisfied,Yes,Yes,No,75
S07597,Male,24,Science,6,Online,Yes,Satisfied,No,No,Yes,86
S07598,Female,18,Commerce,11,Hybrid,,Dissatisfied,No,No,No,85
S07599,,23,Medicine,5,Hybrid,,Very Satisfied,Yes,No,No,91
S07600,Female,19,Engineering,12,Hybrid,Yes,Satisfied,Yes,No,No,58
S07601,Female,21,Science,12,Offline,Yes,Neutral,No,No,No,52
S07602,Male,24,Arts,4,Online,Yes,Very Dissatisfied,Yes,Yes,No,81
S07603,Female,20,Arts,4,Online,Yes,Very Dissatisfied,No,Yes,No,60
S07604,Female,22,Commerce,2,Hybrid,Yes,Very Satisfied,No,No,No,76
S07605,Other,24,Law,9,Hybrid,Yes,Very Satisfied,No,Yes,Yes,66
S07606,Female,18,Engineering,0,Offline,Yes,Satisfied,No,Yes,Yes,94
S07607,Female,19,,5,Online,Yes,Very Dissatisfied,No,Yes,Yes,91
S07608,Female,23,Law,7,Hybrid,Yes,Dissatisfied,Yes,No,No,68
S07609,Male,19,Law,1,Online,Yes,Dissatisfied,Yes,Yes,Yes,59
S07610,Other,,Medicine,7,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes,64
S07611,Female,23,Medicine,7,Hybrid,Yes,Dissatisfied,Yes,No,Yes,45
S07612,Female,22,Science,9,Offline,Yes,Satisfied,Yes,No,Yes,75
S07613,Other,,Science,7,Online,Yes,Neutral,No,Yes,Yes,41
S07614,Female,22,Science,9,Online,Yes,Dissatisfied,No,No,No,61
S07615,Male,23,Science,2,Hybrid,Yes,Satisfied,No,Yes,Yes,71
S07616,Female,18,Arts,9,Hybrid,Yes,,Yes,No,Yes,55
S07617,Male,22,Law,7,Offline,Yes,Dissatisfied,,No,,57
S07618,Male,18,Law,10,,Yes,Neutral,Yes,Yes,No,44
S07619,Female,24,Arts,11,Online,Yes,Dissatisfied,Yes,No,No,93
S07620,Other,22,Law,11,Offline,Yes,Satisfied,No,Yes,Yes,75
S07621,Male,22,Science,3,,No,Satisfied,No,No,No,69
S07622,Other,23,Engineering,2,Offline,Yes,Very Dissatisfied,Yes,No,No,84
S07623,Female,22,Medicine,10,Online,,Very Satisfied,Yes,Yes,Yes,58
S07624,Male,18,Medicine,8,Hybrid,Yes,Dissatisfied,No,Yes,No,62
S07625,Female,25,Law,7,,Yes,Dissatisfied,Yes,No,Yes,73
S07626,Other,24,Engineering,9,Online,Yes,Satisfied,,Yes,No,52
S07627,Female,25,Medicine,12,Offline,Yes,Dissatisfied,,Yes,No,82
S07628,Female,23,Engineering,12,Online,Yes,Satisfied,Yes,Yes,No,93
S07629,Male,20,Arts,1,Hybrid,Yes,,Yes,Yes,Yes,68
S07630,,24,Commerce,,Offline,Yes,Dissatisfied,Yes,Yes,No,75
S07631,Female,25,Law,12,Offline,Yes,,Yes,Yes,No,61
S07632,Female,24,Arts,12,Online,Yes,Very Dissatisfied,,Yes,No,91
S07633,Male,25,Arts,7,Offline,Yes,Very Satisfied,No,No,No,91
S07634,Other,18,Engineering,10,Hybrid,Yes,Satisfied,No,Yes,No,86
S07635,Other,25,Law,10,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,75
S07636,Female,24,Arts,2,,Yes,Satisfied,Yes,No,No,48
S07637,,20,Science,9,Online,Yes,Very Satisfied,No,Yes,No,78
S07638,Female,19,Arts,11,Online,Yes,Satisfied,No,No,Yes,90
S07639,Other,23,Science,5,Offline,Yes,Very Satisfied,No,Yes,Yes,58
S07640,Male,19,Commerce,4,Offline,Yes,Dissatisfied,Yes,No,Yes,77
S07641,Other,23,Science,,Offline,Yes,Very Satisfied,Yes,No,No,45
S07642,Other,24,Science,8,Online,Yes,Very Satisfied,No,No,Yes,91
S07643,Male,23,Engineering,10,Offline,Yes,Very Satisfied,Yes,Yes,No,86
S07644,Male,25,Arts,6,Hybrid,Yes,Neutral,No,No,No,54
S07645,Female,18,,5,,Yes,Very Dissatisfied,Yes,No,Yes,96
S07646,Female,20,Arts,5,Hybrid,Yes,Satisfied,No,Yes,Yes,59
S07647,Other,23,Science,0,Offline,Yes,Satisfied,Yes,No,Yes,48
S07648,Male,20,Medicine,4,Online,Yes,Neutral,No,Yes,No,71
S07649,Male,23,Science,7,,Yes,Dissatisfied,No,Yes,No,43
S07650,Female,20,Arts,5,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No,89
S07651,Other,19,Commerce,11,Hybrid,Yes,Very Dissatisfied,No,No,No,57
S07652,Other,18,Medicine,0,Offline,Yes,Very Dissatisfied,No,Yes,Yes,44
S07653,Female,23,Commerce,4,Hybrid,,Very Dissatisfied,No,Yes,No,59
S07654,Male,21,Engineering,,Online,Yes,Neutral,No,No,No,62
S07655,Female,20,Science,10,Offline,Yes,Satisfied,Yes,Yes,Yes,50
S07656,Female,20,Science,11,Hybrid,Yes,Dissatisfied,No,No,Yes,76
S07657,Female,25,Engineering,4,Offline,Yes,Dissatisfied,Yes,No,No,61
S07658,Female,,Arts,11,Offline,Yes,Dissatisfied,,Yes,No,97
S07659,Male,18,Science,,Offline,Yes,Neutral,No,Yes,No,43
S07660,Female,20,Arts,7,Offline,Yes,Neutral,Yes,No,Yes,68
S07661,Male,18,Commerce,8,Offline,Yes,Very Satisfied,No,Yes,No,83
S07662,Female,20,Medicine,5,Online,Yes,Neutral,Yes,No,No,73
S07663,Other,24,Medicine,5,Offline,Yes,Very Dissatisfied,,Yes,Yes,52
S07664,Male,22,Medicine,1,Online,Yes,Satisfied,No,Yes,Yes,81
S07665,Other,24,Law,9,Offline,Yes,Dissatisfied,No,Yes,Yes,48
S07666,Female,20,Engineering,,Hybrid,Yes,Neutral,,No,No,81
S07667,Female,22,Medicine,5,Offline,Yes,Satisfied,Yes,No,Yes,70
S07668,Female,23,Science,11,Offline,Yes,Very Dissatisfied,No,Yes,,46
S07669,Male,18,Engineering,,Hybrid,,Neutral,No,,Yes,43
S07670,Other,20,Commerce,1,Online,Yes,Neutral,No,Yes,No,58
S07671,Male,25,Commerce,8,Online,Yes,Satisfied,No,,Yes,81
S07672,Male,19,Commerce,12,Online,Yes,Very Dissatisfied,Yes,,,69
S07673,Female,25,Commerce,11,Online,Yes,Neutral,No,No,Yes,70
S07674,Other,19,Law,8,Hybrid,Yes,Satisfied,Yes,No,No,74
S07675,Female,21,Arts,3,Online,Yes,Very Dissatisfied,No,No,Yes,96
S07676,Male,19,Arts,3,,Yes,Neutral,Yes,No,Yes,60
S07677,Female,22,Medicine,3,Online,Yes,Neutral,No,Yes,No,100
S07678,Other,19,Law,10,Online,Yes,Dissatisfied,,Yes,No,70
S07679,Female,19,,4,Online,Yes,Very Satisfied,No,Yes,Yes,58
S07680,Other,19,Commerce,7,Offline,Yes,Very Dissatisfied,Yes,Yes,No,70
S07681,Other,20,Arts,1,Offline,Yes,Satisfied,Yes,Yes,Yes,92
S07682,Female,21,Engineering,10,Online,Yes,Dissatisfied,No,No,No,71
S07683,Male,18,Medicine,4,Hybrid,Yes,Neutral,No,Yes,,41
S07684,Female,21,Arts,1,Hybrid,Yes,Satisfied,No,No,No,98
S07685,Male,25,Engineering,10,Offline,Yes,Dissatisfied,Yes,Yes,Yes,91
S07686,Male,,Science,10,Hybrid,Yes,Dissatisfied,Yes,No,No,49
S07687,Female,20,Engineering,7,Offline,Yes,Very Satisfied,No,Yes,Yes,41
S07688,Male,23,Engineering,0,Online,Yes,Dissatisfied,Yes,No,No,41
S07689,Male,20,Commerce,,Online,Yes,Very Dissatisfied,No,No,,99
S07690,Female,24,Commerce,2,Hybrid,Yes,Very Satisfied,Yes,Yes,No,63
S07691,Female,19,Medicine,3,Hybrid,Yes,Very Satisfied,No,Yes,,56
S07692,Female,25,Commerce,7,Hybrid,Yes,Neutral,Yes,Yes,,71
S07693,Male,19,Engineering,2,Online,Yes,Neutral,No,No,Yes,55
S07694,Other,22,Law,11,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,55
S07695,Male,23,Commerce,12,Hybrid,Yes,Satisfied,No,No,Yes,85
S07696,Other,25,Commerce,12,Hybrid,Yes,Very Dissatisfied,Yes,No,No,78
S07697,Female,24,Engineering,6,Hybrid,Yes,Very Satisfied,No,No,Yes,92
S07698,Other,20,Science,11,Hybrid,Yes,Neutral,Yes,,No,70
S07699,Female,23,Science,0,Offline,,Very Dissatisfied,No,No,No,82
S07700,Female,,Arts,8,Hybrid,,Neutral,No,No,No,63
S07701,Other,21,Medicine,12,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No,40
S07702,Female,20,Science,5,Offline,Yes,Very Dissatisfied,,Yes,No,50
S07703,Other,23,Commerce,2,Offline,Yes,Dissatisfied,Yes,Yes,Yes,94
S07704,Female,18,Law,6,Offline,Yes,,No,No,No,60
S07705,Male,18,Arts,12,Offline,Yes,Neutral,,,Yes,43
S07706,Male,24,Medicine,4,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,46
S07707,Female,24,Law,7,Online,Yes,Satisfied,Yes,Yes,No,65
S07708,Female,21,Law,7,Online,Yes,Dissatisfied,No,Yes,Yes,86
S07709,Other,18,Commerce,11,Online,Yes,Very Dissatisfied,,Yes,No,89
S07710,Male,25,Engineering,,Online,Yes,Satisfied,Yes,Yes,Yes,51
S07711,Other,22,Engineering,5,Online,Yes,Neutral,Yes,Yes,Yes,70
S07712,Female,18,Engineering,3,Online,Yes,Satisfied,No,Yes,No,56
S07713,Female,23,Science,12,Offline,Yes,Dissatisfied,No,No,Yes,72
S07714,Other,24,Engineering,1,Offline,Yes,Neutral,Yes,No,Yes,50
S07715,Female,22,,2,Online,Yes,Very Dissatisfied,Yes,No,Yes,67
S07716,Male,25,Commerce,4,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No,71
S07717,Other,24,Science,7,Hybrid,Yes,Satisfied,No,Yes,No,40
S07718,Male,25,Medicine,11,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,86
S07719,Male,24,Engineering,9,Hybrid,Yes,Neutral,Yes,Yes,Yes,67
S07720,Male,24,Medicine,1,,No,Neutral,,Yes,No,92
S07721,Other,18,Law,4,Offline,Yes,Very Dissatisfied,No,Yes,Yes,81
S07722,Female,19,Commerce,8,Hybrid,,Satisfied,Yes,Yes,No,46
S07723,Male,,Commerce,1,Online,Yes,Very Dissatisfied,Yes,Yes,No,41
S07724,Male,24,Medicine,7,Offline,Yes,Very Satisfied,Yes,Yes,Yes,81
S07725,Male,22,Arts,2,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No,63
S07726,Female,18,Commerce,7,Hybrid,Yes,Dissatisfied,No,No,No,43
S07727,Female,24,Law,3,Offline,Yes,Very Dissatisfied,No,Yes,Yes,83
S07728,Other,24,Commerce,3,Offline,Yes,Very Satisfied,Yes,Yes,No,58
S07729,Female,18,Arts,11,Online,,Dissatisfied,Yes,Yes,Yes,65
S07730,Other,18,Commerce,6,Hybrid,Yes,Satisfied,No,Yes,Yes,50
S07731,Other,22,Commerce,4,Online,Yes,Dissatisfied,No,Yes,,79
S07732,Other,25,Arts,3,Offline,Yes,Neutral,No,Yes,No,89
S07733,Other,18,Commerce,6,Hybrid,Yes,Very Satisfied,No,Yes,Yes,82
S07734,Other,21,Medicine,,Offline,Yes,Neutral,No,No,No,50
S07735,Male,23,Science,2,Offline,Yes,Neutral,No,Yes,Yes,84
S07736,Female,21,Medicine,8,Offline,Yes,Dissatisfied,Yes,Yes,Yes,42
S07737,Male,22,Commerce,12,Online,Yes,Dissatisfied,Yes,Yes,Yes,51
S07738,,19,Engineering,4,Offline,Yes,Neutral,Yes,No,Yes,42
S07739,Female,21,Engineering,11,,Yes,Satisfied,Yes,,No,81
S07740,Male,25,Science,2,Offline,Yes,Very Dissatisfied,No,Yes,Yes,66
S07741,Male,24,Commerce,1,Offline,Yes,Very Dissatisfied,Yes,Yes,No,88
S07742,Other,23,Law,6,Hybrid,Yes,Very Satisfied,No,Yes,Yes,93
S07743,Male,20,Commerce,11,Offline,Yes,Dissatisfied,No,No,Yes,41
S07744,Male,23,Engineering,6,Hybrid,Yes,Very Dissatisfied,No,No,Yes,88
S07745,Male,21,Arts,11,Hybrid,Yes,,Yes,No,Yes,55
S07746,Male,20,Science,12,Online,Yes,Very Satisfied,No,,No,41
S07747,Male,,Arts,4,Hybrid,Yes,Dissatisfied,Yes,No,Yes,99
S07748,Other,,Law,3,Hybrid,Yes,Very Dissatisfied,No,No,Yes,93
S07749,Other,23,Commerce,12,Offline,Yes,Neutral,Yes,Yes,No,69
S07750,Male,19,Law,10,Offline,Yes,Satisfied,No,,Yes,59
S07751,Other,20,Arts,1,Online,Yes,,Yes,No,No,77
S07752,Other,20,Commerce,,Hybrid,Yes,Dissatisfied,No,No,Yes,67
S07753,Female,23,Medicine,6,Hybrid,Yes,Satisfied,No,Yes,Yes,64
S07754,Male,21,Medicine,9,Online,Yes,Dissatisfied,Yes,No,Yes,71
S07755,Other,20,Law,6,Offline,Yes,Satisfied,No,Yes,Yes,100
S07756,Other,22,Medicine,3,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,49
S07757,Male,23,Medicine,3,Online,Yes,Dissatisfied,Yes,Yes,Yes,99
S07758,Female,22,Engineering,3,Offline,Yes,Satisfied,No,Yes,Yes,81
S07759,Male,,Medicine,10,,Yes,Very Dissatisfied,Yes,Yes,Yes,79
S07760,Female,22,Engineering,1,Online,Yes,Very Dissatisfied,Yes,Yes,,72
S07761,Male,21,Science,12,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No,52
S07762,Male,23,Engineering,12,,,Dissatisfied,No,Yes,Yes,95
S07763,Male,25,Engineering,8,,Yes,Dissatisfied,No,,No,80
S07764,Male,24,Arts,0,Hybrid,Yes,Satisfied,Yes,Yes,No,93
S07765,Female,19,Engineering,7,Offline,Yes,Neutral,Yes,Yes,No,81
S07766,Female,21,Engineering,5,Offline,Yes,Neutral,No,Yes,No,86
S07767,Other,22,Arts,12,Offline,Yes,Very Satisfied,No,Yes,Yes,76
S07768,Male,25,Engineering,9,Hybrid,No,Neutral,Yes,No,Yes,93
S07769,Female,23,Medicine,6,Offline,Yes,Neutral,No,No,Yes,55
S07770,Female,21,Engineering,11,Offline,Yes,Satisfied,,No,Yes,84
S07771,Female,22,Science,4,Offline,Yes,Dissatisfied,Yes,Yes,Yes,61
S07772,Male,18,Engineering,5,Online,Yes,Neutral,No,No,No,96
S07773,Other,18,Engineering,5,,Yes,Very Satisfied,Yes,Yes,No,59
S07774,Female,20,Science,12,Hybrid,Yes,Satisfied,Yes,No,No,89
S07775,Male,,Arts,8,Online,Yes,Very Dissatisfied,No,Yes,Yes,82
S07776,Female,18,Medicine,9,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,66
S07777,Female,24,Engineering,12,Online,Yes,Very Satisfied,No,Yes,No,80
S07778,Other,,Medicine,3,Offline,Yes,Dissatisfied,Yes,No,No,55
S07779,Female,21,,11,Online,Yes,Very Dissatisfied,No,No,No,73
S07780,Female,23,Medicine,,Hybrid,,Dissatisfied,Yes,Yes,No,71
S07781,Male,21,Arts,11,Online,Yes,Neutral,Yes,Yes,Yes,65
S07782,Male,20,,12,Offline,Yes,Neutral,Yes,No,No,64
S07783,Other,25,Engineering,4,Offline,Yes,Neutral,Yes,Yes,No,41
S07784,Male,21,,3,Hybrid,Yes,Very Dissatisfied,No,Yes,No,51
S07785,Male,18,Arts,0,Online,,Very Dissatisfied,No,Yes,No,79
S07786,Other,21,Science,,Hybrid,Yes,Dissatisfied,Yes,Yes,No,48
S07787,Female,18,Law,5,Hybrid,,Dissatisfied,Yes,,Yes,51
S07788,Other,18,Science,,Hybrid,Yes,Very Satisfied,No,No,No,65
S07789,Male,19,Commerce,3,Offline,Yes,Neutral,Yes,,No,48
S07790,Other,20,Science,5,Online,Yes,Satisfied,Yes,Yes,No,49
S07791,Female,24,Arts,11,Offline,Yes,Satisfied,Yes,No,No,71
S07792,Other,24,Science,4,Offline,Yes,,Yes,No,Yes,96
S07793,Male,22,Science,2,Offline,Yes,Very Satisfied,Yes,No,No,73
S07794,Male,24,,1,Online,Yes,Dissatisfied,No,Yes,No,87
S07795,Other,18,Commerce,12,Offline,Yes,Very Dissatisfied,,Yes,Yes,59
S07796,Female,23,Engineering,5,Offline,Yes,Very Satisfied,No,Yes,Yes,78
S07797,Other,20,Arts,3,Offline,Yes,Very Satisfied,No,No,No,99
S07798,Female,22,Engineering,10,Online,Yes,Neutral,Yes,No,Yes,41
S07799,Female,24,Commerce,12,Online,Yes,Dissatisfied,No,Yes,Yes,40
S07800,Other,24,Science,9,Hybrid,Yes,Satisfied,Yes,No,Yes,90
S07801,Female,23,Commerce,2,Offline,,Satisfied,,Yes,Yes,99
S07802,Male,21,Law,7,Offline,Yes,Satisfied,No,Yes,Yes,75
S07803,Other,20,Science,11,Online,Yes,,No,No,No,63
S07804,Female,23,Engineering,8,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,93
S07805,Male,24,Science,6,Offline,,Dissatisfied,No,Yes,,66
S07806,Other,20,Law,1,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes,41
S07807,,20,Commerce,7,Hybrid,Yes,Satisfied,Yes,Yes,No,70
S07808,Male,24,Arts,10,Offline,Yes,Very Dissatisfied,,Yes,Yes,96
S07809,Male,21,Medicine,12,Hybrid,Yes,Very Satisfied,No,No,No,53
S07810,,21,Arts,12,Hybrid,Yes,Neutral,Yes,Yes,Yes,41
S07811,Other,24,Arts,10,Offline,,Very Dissatisfied,No,Yes,No,68
S07812,Other,20,Commerce,4,Hybrid,Yes,Very Dissatisfied,No,No,No,54
S07813,Female,23,Arts,10,Online,No,Very Dissatisfied,No,Yes,No,51
S07814,Other,19,Law,9,Offline,Yes,Satisfied,Yes,Yes,Yes,76
S07815,Male,18,Commerce,6,Online,Yes,Very Dissatisfied,Yes,Yes,No,67
S07816,Other,21,Arts,4,Offline,Yes,Dissatisfied,Yes,No,No,59
S07817,Female,24,Medicine,1,Online,Yes,Very Satisfied,No,No,No,100
S07818,Male,25,Engineering,11,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes,78
S07819,Female,,Commerce,11,Online,No,Dissatisfied,Yes,No,,63
S07820,Male,21,Commerce,11,Online,Yes,Satisfied,No,No,Yes,60
S07821,Male,25,Science,3,Online,Yes,Very Dissatisfied,Yes,No,No,49
S07822,Other,20,Arts,12,Online,Yes,Very Satisfied,Yes,Yes,Yes,85
S07823,Male,24,Engineering,10,Online,Yes,Very Satisfied,No,Yes,Yes,53
S07824,Female,19,Medicine,4,Offline,Yes,Very Satisfied,Yes,Yes,No,76
S07825,Other,24,Law,5,Online,Yes,Very Dissatisfied,Yes,No,Yes,57
S07826,Female,,Commerce,4,Online,Yes,Very Satisfied,Yes,,No,63
S07827,Male,23,Law,9,Offline,Yes,Very Satisfied,Yes,Yes,Yes,53
S07828,Female,22,Law,10,Offline,Yes,Neutral,Yes,Yes,Yes,73
S07829,Female,,Law,0,Hybrid,Yes,Neutral,No,Yes,No,97
S07830,Male,18,Science,0,Online,Yes,Very Satisfied,Yes,,Yes,51
S07831,Other,21,Law,2,Online,Yes,Dissatisfied,Yes,Yes,Yes,61
S07832,Female,,Arts,8,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes,95
S07833,Male,,Arts,10,Online,Yes,Dissatisfied,Yes,No,Yes,45
S07834,Other,24,Engineering,1,Hybrid,Yes,Dissatisfied,Yes,No,Yes,75
S07835,Other,22,Engineering,9,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,84
S07836,Other,25,Medicine,4,,Yes,,No,Yes,No,75
S07837,Female,,Law,8,Online,Yes,Satisfied,No,No,No,61
S07838,Female,25,Law,6,Offline,,Satisfied,No,,No,53
S07839,Female,25,Science,10,Online,Yes,Satisfied,Yes,Yes,No,55
S07840,,19,Law,7,Offline,Yes,Very Satisfied,Yes,Yes,Yes,100
S07841,Female,19,Law,1,Offline,Yes,Very Satisfied,Yes,Yes,No,75
S07842,Male,23,Law,4,Hybrid,Yes,Very Satisfied,No,No,Yes,95
