Student_ID,Gender,Age,Field_of_Study,Study_Hours_per_Day,Mode_of_Learning,Internet_Access,Satisfied_with_Learning_Environment,Participates_in_Extracurriculars,Feels_Stressed,Would_Recommend_Institute
S07665,Other,24.0,Law,9.0,Offline,Yes,Dissatisfied,No,Yes,Yes
S07666,Female,20.0,Engineering,,Hybrid,Yes,Neutral,,No,No
S07667,Female,22.0,Medicine,5.0,Offline,Yes,Satisfied,Yes,No,Yes
S07668,Female,23.0,Science,11.0,Offline,Yes,Very Dissatisfied,No,Yes,
S07669,Male,18.0,Engineering,,Hybrid,,Neutral,No,,Yes
S07670,Other,20.0,Commerce,1.0,Online,Yes,Neutral,No,Yes,No
S07671,Male,25.0,Commerce,8.0,Online,Yes,Satisfied,No,,Yes
S07672,Male,19.0,Commerce,12.0,Online,Yes,Very Dissatisfied,Yes,,
S07673,Female,25.0,Commerce,11.0,Online,Yes,Neutral,No,No,Yes
S07674,Other,19.0,Law,8.0,Hybrid,Yes,Satisfied,Yes,No,No
S07675,Female,21.0,Arts,3.0,Online,Yes,Very Dissatisfied,No,No,Yes
S07676,Male,19.0,Arts,3.0,,Yes,Neutral,Yes,No,Yes
S07677,Female,22.0,Medicine,3.0,Online,Yes,Neutral,No,Yes,No
S07678,Other,19.0,Law,10.0,Online,Yes,Dissatisfied,,Yes,No
S07679,Female,19.0,,4.0,Online,Yes,Very Satisfied,No,Yes,Yes
S07680,Other,19.0,Commerce,7.0,Offline,Yes,Very Dissatisfied,Yes,Yes,No
S07681,Other,20.0,Arts,1.0,Offline,Yes,Satisfied,Yes,Yes,Yes
S07682,Female,21.0,Engineering,10.0,Online,Yes,Dissatisfied,No,No,No
S07683,Male,18.0,Medicine,4.0,Hybrid,Yes,Neutral,No,Yes,
S07684,Female,21.0,Arts,1.0,Hybrid,Yes,Satisfied,No,No,No
S07685,Male,25.0,Engineering,10.0,Offline,Yes,Dissatisfied,Yes,Yes,Yes
S07686,Male,,Science,10.0,Hybrid,Yes,Dissatisfied,Yes,No,No
S07687,Female,20.0,Engineering,7.0,Offline,Yes,Very Satisfied,No,Yes,Yes
S07688,Male,23.0,Engineering,0.0,Online,Yes,Dissatisfied,Yes,No,No
S07689,Male,20.0,Commerce,,Online,Yes,Very Dissatisfied,No,No,
S07690,Female,24.0,Commerce,2.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No
S07691,Female,19.0,Medicine,3.0,Hybrid,Yes,Very Satisfied,No,Yes,
S07692,Female,25.0,Commerce,7.0,Hybrid,Yes,Neutral,Yes,Yes,
S07693,Male,19.0,Engineering,2.0,Online,Yes,Neutral,No,No,Yes
S07694,Other,22.0,Law,11.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes
S07695,Male,23.0,Commerce,12.0,Hybrid,Yes,Satisfied,No,No,Yes
S07696,Other,25.0,Commerce,12.0,Hybrid,Yes,Very Dissatisfied,Yes,No,No
S07697,Female,24.0,Engineering,6.0,Hybrid,Yes,Very Satisfied,No,No,Yes
S07698,Other,20.0,Science,11.0,Hybrid,Yes,Neutral,Yes,,No
S07699,Female,23.0,Science,0.0,Offline,,Very Dissatisfied,No,No,No
S07700,Female,,Arts,8.0,Hybrid,,Neutral,No,No,No
S07701,Other,21.0,Medicine,12.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No
S07702,Female,20.0,Science,5.0,Offline,Yes,Very Dissatisfied,,Yes,No
S07703,Other,23.0,Commerce,2.0,Offline,Yes,Dissatisfied,Yes,Yes,Yes
S07704,Female,18.0,Law,6.0,Offline,Yes,,No,No,No
S07705,Male,18.0,Arts,12.0,Offline,Yes,Neutral,,,Yes
S07706,Male,24.0,Medicine,4.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes
S07707,Female,24.0,Law,7.0,Online,Yes,Satisfied,Yes,Yes,No
S07708,Female,21.0,Law,7.0,Online,Yes,Dissatisfied,No,Yes,Yes
S07709,Other,18.0,Commerce,11.0,Online,Yes,Very Dissatisfied,,Yes,No
S07710,Male,25.0,Engineering,,Online,Yes,Satisfied,Yes,Yes,Yes
S07711,Other,22.0,Engineering,5.0,Online,Yes,Neutral,Yes,Yes,Yes
S07712,Female,18.0,Engineering,3.0,Online,Yes,Satisfied,No,Yes,No
S07713,Female,23.0,Science,12.0,Offline,Yes,Dissatisfied,No,No,Yes
S07714,Other,24.0,Engineering,1.0,Offline,Yes,Neutral,Yes,No,Yes
S07715,Female,22.0,,2.0,Online,Yes,Very Dissatisfied,Yes,No,Yes
S07716,Male,25.0,Commerce,4.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No
S07717,Other,24.0,Science,7.0,Hybrid,Yes,Satisfied,No,Yes,No
S07718,Male,25.0,Medicine,11.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes
S07719,Male,24.0,Engineering,9.0,Hybrid,Yes,Neutral,Yes,Yes,Yes
S07720,Male,24.0,Medicine,1.0,,No,Neutral,,Yes,No
S07721,Other,18.0,Law,4.0,Offline,Yes,Very Dissatisfied,No,Yes,Yes
S07722,Female,19.0,Commerce,8.0,Hybrid,,Satisfied,Yes,Yes,No
S07723,Male,,Commerce,1.0,Online,Yes,Very Dissatisfied,Yes,Yes,No
S07724,Male,24.0,Medicine,7.0,Offline,Yes,Very Satisfied,Yes,Yes,Yes
S07725,Male,22.0,Arts,2.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No
S07726,Female,18.0,Commerce,7.0,Hybrid,Yes,Dissatisfied,No,No,No
S07727,Female,24.0,Law,3.0,Offline,Yes,Very Dissatisfied,No,Yes,Yes
S07728,Other,24.0,Commerce,3.0,Offline,Yes,Very Satisfied,Yes,Yes,No
S07729,Female,18.0,Arts,11.0,Online,,Dissatisfied,Yes,Yes,Yes
S07730,Other,18.0,Commerce,6.0,Hybrid,Yes,Satisfied,No,Yes,Yes
S07731,Other,22.0,Commerce,4.0,Online,Yes,Dissatisfied,No,Yes,
S07732,Other,25.0,Arts,3.0,Offline,Yes,Neutral,No,Yes,No
S07733,Other,18.0,Commerce,6.0,Hybrid,Yes,Very Satisfied,No,Yes,Yes
S07734,Other,21.0,Medicine,,Offline,Yes,Neutral,No,No,No
S07735,Male,23.0,Science,2.0,Offline,Yes,Neutral,No,Yes,Yes
S07736,Female,21.0,Medicine,8.0,Offline,Yes,Dissatisfied,Yes,Yes,Yes
S07737,Male,22.0,Commerce,12.0,Online,Yes,Dissatisfied,Yes,Yes,Yes
S07738,,19.0,Engineering,4.0,Offline,Yes,Neutral,Yes,No,Yes
S07739,Female,21.0,Engineering,11.0,,Yes,Satisfied,Yes,,No
S07740,Male,25.0,Science,2.0,Offline,Yes,Very Dissatisfied,No,Yes,Yes
S07741,Male,24.0,Commerce,1.0,Offline,Yes,Very Dissatisfied,Yes,Yes,No
S07742,Other,23.0,Law,6.0,Hybrid,Yes,Very Satisfied,No,Yes,Yes
S07743,Male,20.0,Commerce,11.0,Offline,Yes,Dissatisfied,No,No,Yes
S07744,Male,23.0,Engineering,6.0,Hybrid,Yes,Very Dissatisfied,No,No,Yes
S07745,Male,21.0,Arts,11.0,Hybrid,Yes,,Yes,No,Yes
S07746,Male,20.0,Science,12.0,Online,Yes,Very Satisfied,No,,No
S07747,Male,,Arts,4.0,Hybrid,Yes,Dissatisfied,Yes,No,Yes
S07748,Other,,Law,3.0,Hybrid,Yes,Very Dissatisfied,No,No,Yes
S07749,Other,23.0,Commerce,12.0,Offline,Yes,Neutral,Yes,Yes,No
S07750,Male,19.0,Law,10.0,Offline,Yes,Satisfied,No,,Yes
S07751,Other,20.0,Arts,1.0,Online,Yes,,Yes,No,No
S07752,Other,20.0,Commerce,,Hybrid,Yes,Dissatisfied,No,No,Yes
S07753,Female,23.0,Medicine,6.0,Hybrid,Yes,Satisfied,No,Yes,Yes
S07754,Male,21.0,Medicine,9.0,Online,Yes,Dissatisfied,Yes,No,Yes
S07755,Other,20.0,Law,6.0,Offline,Yes,Satisfied,No,Yes,Yes
S07756,Other,22.0,Medicine,3.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes
S07757,Male,23.0,Medicine,3.0,Online,Yes,Dissatisfied,Yes,Yes,Yes
S07758,Female,22.0,Engineering,3.0,Offline,Yes,Satisfied,No,Yes,Yes
S07759,Male,,Medicine,10.0,,Yes,Very Dissatisfied,Yes,Yes,Yes
S07760,Female,22.0,Engineering,1.0,Online,Yes,Very Dissatisfied,Yes,Yes,
S07761,Male,21.0,Science,12.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No
S07762,Male,23.0,Engineering,12.0,,,Dissatisfied,No,Yes,Yes
S07763,Male,25.0,Engineering,8.0,,Yes,Dissatisfied,No,,No
S07764,Male,24.0,Arts,0.0,Hybrid,Yes,Satisfied,Yes,Yes,No
S07765,Female,19.0,Engineering,7.0,Offline,Yes,Neutral,Yes,Yes,No
S07766,Female,21.0,Engineering,5.0,Offline,Yes,Neutral,No,Yes,No
S07767,Other,22.0,Arts,12.0,Offline,Yes,Very Satisfied,No,Yes,Yes
S07768,Male,25.0,Engineering,9.0,Hybrid,No,Neutral,Yes,No,Yes
S07769,Female,23.0,Medicine,6.0,Offline,Yes,Neutral,No,No,Yes
S07770,Female,21.0,Engineering,11.0,Offline,Yes,Satisfied,,No,Yes
S07771,Female,22.0,Science,4.0,Offline,Yes,Dissatisfied,Yes,Yes,Yes
S07772,Male,18.0,Engineering,5.0,Online,Yes,Neutral,No,No,No
S07773,Other,18.0,Engineering,5.0,,Yes,Very Satisfied,Yes,Yes,No
S07774,Female,20.0,Science,12.0,Hybrid,Yes,Satisfied,Yes,No,No
S07775,Male,,Arts,8.0,Online,Yes,Very Dissatisfied,No,Yes,Yes
S07776,Female,18.0,Medicine,9.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes
S07777,Female,24.0,Engineering,12.0,Online,Yes,Very Satisfied,No,Yes,No
S07778,Other,,Medicine,3.0,Offline,Yes,Dissatisfied,Yes,No,No
S07779,Female,21.0,,11.0,Online,Yes,Very Dissatisfied,No,No,No
S07780,Female,23.0,Medicine,,Hybrid,,Dissatisfied,Yes,Yes,No
S07781,Male,21.0,Arts,11.0,Online,Yes,Neutral,Yes,Yes,Yes
S07782,Male,20.0,,12.0,Offline,Yes,Neutral,Yes,No,No
S07783,Other,25.0,Engineering,4.0,Offline,Yes,Neutral,Yes,Yes,No
S07784,Male,21.0,,3.0,Hybrid,Yes,Very Dissatisfied,No,Yes,No
S07785,Male,18.0,Arts,0.0,Online,,Very Dissatisfied,No,Yes,No
S07786,Other,21.0,Science,,Hybrid,Yes,Dissatisfied,Yes,Yes,No
S07787,Female,18.0,Law,5.0,Hybrid,,Dissatisfied,Yes,,Yes
S07788,Other,18.0,Science,,Hybrid,Yes,Very Satisfied,No,No,No
S07789,Male,19.0,Commerce,3.0,Offline,Yes,Neutral,Yes,,No
S07790,Other,20.0,Science,5.0,Online,Yes,Satisfied,Yes,Yes,No
S07791,Female,24.0,Arts,11.0,Offline,Yes,Satisfied,Yes,No,No
S07792,Other,24.0,Science,4.0,Offline,Yes,,Yes,No,Yes
S07793,Male,22.0,Science,2.0,Offline,Yes,Very Satisfied,Yes,No,No
S07794,Male,24.0,,1.0,Online,Yes,Dissatisfied,No,Yes,No
S07795,Other,18.0,Commerce,12.0,Offline,Yes,Very Dissatisfied,,Yes,Yes
S07796,Female,23.0,Engineering,5.0,Offline,Yes,Very Satisfied,No,Yes,Yes
S07797,Other,20.0,Arts,3.0,Offline,Yes,Very Satisfied,No,No,No
S07798,Female,22.0,Engineering,10.0,Online,Yes,Neutral,Yes,No,Yes
S07799,Female,24.0,Commerce,12.0,Online,Yes,Dissatisfied,No,Yes,Yes
S07800,Other,24.0,Science,9.0,Hybrid,Yes,Satisfied,Yes,No,Yes
S07801,Female,23.0,Commerce,2.0,Offline,,Satisfied,,Yes,Yes
S07802,Male,21.0,Law,7.0,Offline,Yes,Satisfied,No,Yes,Yes
S07803,Other,20.0,Science,11.0,Online,Yes,,No,No,No
S07804,Female,23.0,Engineering,8.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes
S07805,Male,24.0,Science,6.0,Offline,,Dissatisfied,No,Yes,
S07806,Other,20.0,Law,1.0,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes
S07807,,20.0,Commerce,7.0,Hybrid,Yes,Satisfied,Yes,Yes,No
S07808,Male,24.0,Arts,10.0,Offline,Yes,Very Dissatisfied,,Yes,Yes
S07809,Male,21.0,Medicine,12.0,Hybrid,Yes,Very Satisfied,No,No,No
S07810,,21.0,Arts,12.0,Hybrid,Yes,Neutral,Yes,Yes,Yes
S07811,Other,24.0,Arts,10.0,Offline,,Very Dissatisfied,No,Yes,No
S07812,Other,20.0,Commerce,4.0,Hybrid,Yes,Very Dissatisfied,No,No,No
S07813,Female,23.0,Arts,10.0,Online,No,Very Dissatisfied,No,Yes,No
S07814,Other,19.0,Law,9.0,Offline,Yes,Satisfied,Yes,Yes,Yes
S07815,Male,18.0,Commerce,6.0,Online,Yes,Very Dissatisfied,Yes,Yes,No
S07816,Other,21.0,Arts,4.0,Offline,Yes,Dissatisfied,Yes,No,No
S07817,Female,24.0,Medicine,1.0,Online,Yes,Very Satisfied,No,No,No
S07818,Male,25.0,Engineering,11.0,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes
S07819,Female,,Commerce,11.0,Online,No,Dissatisfied,Yes,No,
S07820,Male,21.0,Commerce,11.0,Online,Yes,Satisfied,No,No,Yes
S07821,Male,25.0,Science,3.0,Online,Yes,Very Dissatisfied,Yes,No,No
S07822,Other,20.0,Arts,12.0,Online,Yes,Very Satisfied,Yes,Yes,Yes
S07823,Male,24.0,Engineering,10.0,Online,Yes,Very Satisfied,No,Yes,Yes
S07824,Female,19.0,Medicine,4.0,Offline,Yes,Very Satisfied,Yes,Yes,No
S07825,Other,24.0,Law,5.0,Online,Yes,Very Dissatisfied,Yes,No,Yes
S07826,Female,,Commerce,4.0,Online,Yes,Very Satisfied,Yes,,No
S07827,Male,23.0,Law,9.0,Offline,Yes,Very Satisfied,Yes,Yes,Yes
S07828,Female,22.0,Law,10.0,Offline,Yes,Neutral,Yes,Yes,Yes
S07829,Female,,Law,0.0,Hybrid,Yes,Neutral,No,Yes,No
S07830,Male,18.0,Science,0.0,Online,Yes,Very Satisfied,Yes,,Yes
S07831,Other,21.0,Law,2.0,Online,Yes,Dissatisfied,Yes,Yes,Yes
S07832,Female,,Arts,8.0,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes
S07833,Male,,Arts,10.0,Online,Yes,Dissatisfied,Yes,No,Yes
S07834,Other,24.0,Engineering,1.0,Hybrid,Yes,Dissatisfied,Yes,No,Yes
S07835,Other,22.0,Engineering,9.0,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes
S07836,Other,25.0,Medicine,4.0,,Yes,,No,Yes,No
S07837,Female,,Law,8.0,Online,Yes,Satisfied,No,No,No
S07838,Female,25.0,Law,6.0,Offline,,Satisfied,No,,No
S07839,Female,25.0,Science,10.0,Online,Yes,Satisfied,Yes,Yes,No
S07840,,19.0,Law,7.0,Offline,Yes,Very Satisfied,Yes,Yes,Yes
S07841,Female,19.0,Law,1.0,Offline,Yes,Very Satisfied,Yes,Yes,No
S07842,Male,23.0,Law,4.0,Hybrid,Yes,Very Satisfied,No,No,Yes
S07843,Female,20.0,Commerce,8.0,Offline,Yes,Satisfied,No,,No
S07844,Female,23.0,Commerce,0.0,Hybrid,Yes,Very Dissatisfied,No,,Yes
S07845,Other,19.0,Science,0.0,Offline,Yes,Very Satisfied,No,Yes,Yes
S07846,Female,25.0,Science,9.0,Hybrid,Yes,Very Dissatisfied,No,Yes,No
S07847,Male,21.0,Arts,7.0,Hybrid,Yes,Satisfied,Yes,No,Yes
S07848,Other,22.0,Science,1.0,Hybrid,Yes,Very Dissatisfied,No,No,Yes
S07849,Male,25.0,Medicine,8.0,Hybrid,Yes,Very Satisfied,No,Yes,No
S07850,Other,23.0,Arts,9.0,,Yes,Very Dissatisfied,No,Yes,Yes
S07851,Other,20.0,Law,8.0,Offline,Yes,Satisfied,No,Yes,
S07852,Female,25.0,Science,3.0,Offline,Yes,Very Satisfied,No,Yes,No
S07853,Male,21.0,Medicine,1.0,Offline,Yes,,Yes,No,Yes
S07854,Other,23.0,Science,2.0,Offline,,Satisfied,Yes,Yes,No
S07855,Female,21.0,Science,9.0,Hybrid,Yes,Dissatisfied,No,Yes,Yes
S07856,Other,25.0,Arts,0.0,Online,Yes,Neutral,Yes,Yes,Yes
S07857,Other,23.0,Arts,2.0,Offline,Yes,Satisfied,No,Yes,No
S07858,Other,21.0,Engineering,4.0,Offline,Yes,Very Dissatisfied,Yes,Yes,No
S07859,Other,24.0,Arts,2.0,Offline,Yes,Dissatisfied,No,Yes,No
S07860,Other,18.0,Arts,2.0,Hybrid,Yes,Satisfied,No,No,Yes
S07861,Other,21.0,Commerce,9.0,Offline,Yes,,,No,Yes
S07862,Female,24.0,Science,5.0,Offline,No,Very Satisfied,Yes,Yes,No
S07863,Other,25.0,Arts,2.0,Online,Yes,Neutral,No,No,Yes
S07864,Male,18.0,Science,2.0,Hybrid,Yes,Neutral,Yes,No,No
S07865,Female,19.0,Science,8.0,Online,Yes,Satisfied,No,Yes,No
S07866,Male,18.0,Commerce,1.0,Offline,Yes,,No,No,No
S07867,Other,21.0,Science,0.0,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes
S07868,,22.0,Medicine,9.0,Offline,Yes,Neutral,No,Yes,No
S07869,Other,22.0,Arts,7.0,Offline,Yes,Satisfied,Yes,Yes,Yes
S07870,Other,19.0,Science,12.0,Hybrid,Yes,Very Satisfied,No,No,Yes
S07871,Female,21.0,Engineering,,Online,Yes,Very Satisfied,Yes,Yes,Yes
S07872,Female,18.0,Engineering,6.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No
S07873,Other,22.0,Commerce,1.0,Hybrid,Yes,Neutral,No,No,Yes
S07874,Female,23.0,Medicine,,Online,,Dissatisfied,No,No,Yes
S07875,Male,20.0,Arts,10.0,Hybrid,No,Neutral,No,No,Yes
S07876,Female,21.0,Commerce,11.0,Online,Yes,Satisfied,No,Yes,No
S07877,Female,24.0,Engineering,7.0,Online,Yes,Very Satisfied,Yes,No,Yes
S07878,Male,24.0,Medicine,8.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No
S07879,Female,,Arts,7.0,Hybrid,Yes,Very Dissatisfied,Yes,No,No
S07880,Other,23.0,Science,7.0,Online,Yes,Very Satisfied,Yes,Yes,No
S07881,Male,21.0,,7.0,Online,Yes,Very Satisfied,Yes,No,Yes
S07882,Other,20.0,Law,6.0,Online,,Dissatisfied,No,Yes,No
S07883,Male,22.0,Arts,1.0,,No,Neutral,No,No,Yes
S07884,Other,20.0,Science,7.0,Online,Yes,Very Satisfied,Yes,Yes,Yes
S07885,Other,19.0,Law,4.0,Hybrid,Yes,Satisfied,No,Yes,No
S07886,Female,18.0,Medicine,5.0,Offline,Yes,Dissatisfied,Yes,Yes,Yes
S07887,Other,18.0,Commerce,3.0,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes
S07888,Female,23.0,Medicine,0.0,Offline,Yes,Very Dissatisfied,No,Yes,
S07889,,22.0,Arts,12.0,Online,Yes,,Yes,Yes,Yes
S07890,,20.0,Commerce,4.0,Hybrid,Yes,Dissatisfied,No,No,Yes
S07891,Other,23.0,Arts,2.0,Offline,Yes,Neutral,No,No,No
S07892,Male,21.0,Engineering,8.0,Online,Yes,Satisfied,Yes,Yes,Yes
S07893,Male,23.0,Engineering,3.0,Hybrid,Yes,Neutral,Yes,Yes,Yes
S07894,Other,21.0,Science,9.0,Offline,,Very Dissatisfied,Yes,Yes,No
S07895,Male,21.0,Medicine,1.0,Hybrid,Yes,Very Dissatisfied,No,Yes,No
S07896,Female,19.0,Engineering,,Offline,Yes,,Yes,Yes,No
S07897,Male,19.0,Law,,Hybrid,,Neutral,Yes,No,No
S07898,Male,21.0,Law,2.0,Hybrid,Yes,Neutral,No,No,Yes
S07899,Other,25.0,,4.0,Offline,Yes,Very Dissatisfied,No,Yes,Yes
S07900,Female,22.0,Commerce,0.0,Hybrid,Yes,Neutral,,No,Yes
S07901,Male,19.0,Law,4.0,Hybrid,No,Satisfied,No,Yes,No
S07902,Female,19.0,Arts,7.0,Online,Yes,Very Satisfied,No,Yes,No
S07903,Female,18.0,Commerce,9.0,Offline,Yes,Very Satisfied,No,No,Yes
S07904,Female,23.0,Engineering,11.0,Hybrid,Yes,Satisfied,Yes,No,No
S07905,Other,18.0,Arts,8.0,Offline,Yes,Dissatisfied,No,Yes,No
S07906,Male,22.0,Commerce,11.0,Hybrid,Yes,Neutral,No,,No
S07907,,19.0,Science,0.0,Offline,Yes,Dissatisfied,Yes,No,Yes
S07908,Male,24.0,Medicine,1.0,Offline,,Dissatisfied,No,Yes,Yes
S07909,Male,25.0,Medicine,1.0,Online,Yes,Neutral,Yes,Yes,No
S07910,Other,19.0,Science,5.0,Online,Yes,Very Dissatisfied,,No,Yes
S07911,Female,20.0,Law,0.0,Offline,,Neutral,,Yes,No
S07912,Female,22.0,Medicine,10.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No
S07913,,24.0,Commerce,0.0,Offline,Yes,Satisfied,No,No,Yes
S07914,,23.0,Science,1.0,Hybrid,,Very Dissatisfied,No,Yes,No
S07915,Female,23.0,Law,11.0,Offline,Yes,Dissatisfied,No,No,
S07916,Female,24.0,Arts,12.0,Online,Yes,Dissatisfied,No,Yes,No
S07917,Male,23.0,Arts,3.0,Online,,Dissatisfied,No,No,No
S07918,Male,25.0,Commerce,1.0,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes
S07919,Other,24.0,Commerce,3.0,Offline,Yes,Dissatisfied,No,No,
S07920,Male,22.0,Commerce,2.0,Hybrid,,Very Satisfied,No,Yes,No
S07921,Female,24.0,Medicine,2.0,Online,Yes,Neutral,No,Yes,No
S07922,Female,24.0,Commerce,8.0,Offline,Yes,Dissatisfied,No,Yes,Yes
S07923,Female,20.0,Science,7.0,Online,Yes,Very Dissatisfied,Yes,No,No
S07924,Female,20.0,Science,11.0,Online,Yes,Dissatisfied,Yes,Yes,Yes
S07925,Other,18.0,Law,11.0,Offline,Yes,Very Dissatisfied,Yes,Yes,No
S07926,,22.0,Science,9.0,Hybrid,Yes,Neutral,Yes,Yes,Yes
S07927,Male,22.0,Medicine,8.0,Offline,Yes,Very Dissatisfied,Yes,Yes,No
S07928,Male,20.0,Arts,0.0,Online,Yes,,Yes,No,No
S07929,Male,21.0,Law,,Online,Yes,Dissatisfied,Yes,No,No
S07930,Other,21.0,Science,4.0,Online,No,Very Satisfied,No,Yes,Yes
S07931,Female,18.0,Commerce,11.0,Online,Yes,Dissatisfied,No,No,No
S07932,Male,25.0,Science,11.0,Hybrid,Yes,Neutral,No,No,No
S07933,Female,21.0,Engineering,3.0,Offline,Yes,Satisfied,Yes,Yes,Yes
S07934,Male,21.0,Law,10.0,Offline,Yes,Satisfied,No,Yes,No
S07935,Male,21.0,Medicine,8.0,Hybrid,Yes,Satisfied,No,No,No
S07936,Male,25.0,Science,2.0,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes
S07937,Male,19.0,Science,4.0,Online,Yes,Very Dissatisfied,No,,Yes
S07938,Male,18.0,Medicine,7.0,Offline,Yes,Very Satisfied,No,Yes,No
S07939,Female,20.0,Arts,9.0,Offline,Yes,Very Satisfied,Yes,No,No
S07940,Male,21.0,Commerce,4.0,Offline,Yes,Dissatisfied,Yes,No,No
S07941,Female,23.0,,8.0,Hybrid,Yes,,Yes,No,No
S07942,Other,24.0,Arts,1.0,Online,Yes,Dissatisfied,No,Yes,
S07943,Male,19.0,Arts,5.0,Online,Yes,Satisfied,Yes,,No
S07944,Female,25.0,Engineering,4.0,Offline,Yes,Neutral,No,Yes,Yes
S07945,Other,,Medicine,,Online,Yes,Very Satisfied,No,No,No
S07946,Other,25.0,Law,6.0,Hybrid,Yes,Dissatisfied,No,No,No
S07947,Other,21.0,Commerce,7.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes
S07948,Female,24.0,Arts,6.0,Offline,Yes,Very Dissatisfied,No,No,Yes
S07949,Male,24.0,Arts,12.0,Online,Yes,Very Satisfied,No,No,No
S07950,Male,19.0,Medicine,9.0,Hybrid,Yes,Neutral,Yes,No,Yes
S07951,Female,18.0,Law,9.0,Hybrid,Yes,Satisfied,No,No,Yes
S07952,Male,25.0,Arts,4.0,,Yes,Very Dissatisfied,No,Yes,Yes
S07953,Female,23.0,Engineering,10.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes
S07954,Male,23.0,Law,12.0,Online,Yes,Dissatisfied,Yes,No,Yes
S07955,Other,23.0,Engineering,4.0,Hybrid,Yes,Very Satisfied,No,Yes,Yes
S07956,Male,25.0,Science,12.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes
S07957,Female,21.0,Commerce,10.0,,,Dissatisfied,Yes,Yes,Yes
S07958,Female,19.0,Arts,3.0,Offline,Yes,Neutral,,Yes,No
S07959,Other,25.0,Law,1.0,Offline,Yes,Very Dissatisfied,No,Yes,
S07960,Female,23.0,Engineering,8.0,Hybrid,Yes,Very Satisfied,No,No,Yes
S07961,Male,24.0,Commerce,9.0,Offline,Yes,Dissatisfied,Yes,Yes,No
S07962,Male,25.0,Commerce,9.0,Online,Yes,Neutral,Yes,Yes,No
S07963,Other,24.0,,11.0,Hybrid,Yes,Dissatisfied,Yes,Yes,Yes
S07964,Female,22.0,Commerce,9.0,Online,Yes,Satisfied,Yes,No,No
S07965,Other,25.0,Arts,9.0,Offline,,Very Satisfied,No,Yes,No
S07966,Male,22.0,Science,2.0,Offline,Yes,Very Satisfied,Yes,No,
S07967,Other,19.0,Arts,10.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes
S07968,Female,25.0,Medicine,,Offline,Yes,Dissatisfied,Yes,Yes,No
S07969,Other,21.0,Engineering,2.0,Hybrid,Yes,Neutral,Yes,Yes,Yes
S07970,Female,21.0,Medicine,2.0,Hybrid,Yes,Very Dissatisfied,No,Yes,No
S07971,Female,18.0,Commerce,7.0,Online,Yes,Very Satisfied,Yes,Yes,Yes
S07972,Male,18.0,Commerce,5.0,Offline,Yes,Dissatisfied,Yes,Yes,Yes
S07973,Male,23.0,Commerce,0.0,Offline,Yes,Neutral,No,Yes,Yes
S07974,Male,20.0,Arts,11.0,Hybrid,Yes,Very Satisfied,No,No,No
S07975,Female,24.0,,12.0,Hybrid,Yes,,No,Yes,Yes
S07976,Other,18.0,Arts,2.0,,Yes,Dissatisfied,Yes,Yes,No
S07977,Female,21.0,Engineering,3.0,,Yes,Neutral,No,,No
S07978,Male,24.0,Arts,12.0,Online,Yes,Very Dissatisfied,No,No,No
S07979,Male,20.0,Commerce,1.0,Offline,Yes,Very Dissatisfied,No,Yes,Yes
S07980,Other,18.0,Science,5.0,Online,Yes,Dissatisfied,Yes,No,No
S07981,Male,19.0,Engineering,9.0,Offline,Yes,Very Satisfied,No,No,Yes
S07982,Male,22.0,Medicine,,Online,Yes,Satisfied,Yes,Yes,Yes
S07983,Male,18.0,Science,0.0,Hybrid,Yes,Satisfied,No,Yes,No
S07984,Other,25.0,Engineering,0.0,Online,Yes,Satisfied,Yes,No,No
S07985,Female,18.0,Engineering,7.0,Online,Yes,Very Satisfied,,Yes,Yes
S07986,Male,25.0,Commerce,3.0,,Yes,Very Dissatisfied,No,No,No
S07987,Other,19.0,Medicine,,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No
S07988,Male,21.0,Arts,6.0,Offline,Yes,Very Dissatisfied,No,Yes,Yes
