Student_ID,Gender,Age,Field_of_Study,Study_Hours_per_Day,Mode_of_Learning,Internet_Access,Satisfied_with_Learning_Environment,Participates_in_Extracurriculars,Feels_Stressed,Would_Recommend_Institute,Total Marks Scored
S08672,Female,21.0,Law,12.0,Hybrid,Yes,Dissatisfied,No,Yes,No,96.0
S08673,Male,24.0,Arts,3.0,Offline,Yes,Very Dissatisfied,No,,No,40.0
S08674,Other,20.0,Medicine,11.0,Online,Yes,Satisfied,No,No,Yes,83.0
S08675,Male,19.0,Law,3.0,Hybrid,,Dissatisfied,No,No,Yes,40.0
S08676,Female,18.0,Science,4.0,Hybrid,Yes,Very Dissatisfied,No,No,No,40.0
S08677,Female,18.0,Engineering,7.0,Online,,Very Satisfied,Yes,Yes,Yes,54.0
S08678,Male,22.0,Science,4.0,Hybrid,Yes,Satisfied,Yes,Yes,Yes,40.0
S08679,Male,23.0,Commerce,0.0,Online,Yes,Very Satisfied,Yes,No,No,40.0
S08680,Other,22.0,Science,1.0,Offline,Yes,Neutral,,No,Yes,40.0
S08681,Other,20.0,Arts,2.0,Hybrid,Yes,Very Dissatisfied,,No,No,40.0
S08682,Female,20.0,Law,2.0,Hybrid,Yes,Neutral,Yes,Yes,No,40.0
S08683,Other,25.0,Medicine,9.0,Online,Yes,Neutral,,No,No,73.0
S08684,Other,18.0,Commerce,6.0,,Yes,Neutral,No,No,Yes,47.0
S08685,Female,24.0,Law,8.0,Offline,Yes,Very Dissatisfied,No,Yes,No,66.0
S08686,Female,21.0,Law,9.0,Online,Yes,Satisfied,No,No,Yes,75.0
S08687,Female,18.0,Medicine,0.0,Hybrid,Yes,Very Satisfied,No,No,Yes,40.0
S08688,Female,,Science,5.0,Hybrid,Yes,Satisfied,No,No,,45.0
S08689,Male,24.0,Engineering,8.0,Online,Yes,Satisfied,Yes,Yes,Yes,60.0
S08690,,25.0,Commerce,3.0,Online,Yes,Satisfied,No,Yes,Yes,40.0
S08691,Female,25.0,Medicine,9.0,Online,Yes,Very Satisfied,No,No,No,70.0
S08692,,24.0,Arts,2.0,Hybrid,,Very Satisfied,Yes,Yes,Yes,40.0
S08693,Other,20.0,Arts,12.0,Online,Yes,Very Dissatisfied,Yes,No,No,99.0
S08694,Female,24.0,Engineering,5.0,Offline,Yes,,Yes,No,Yes,40.0
S08695,Male,22.0,Engineering,5.0,Online,Yes,Very Satisfied,Yes,No,Yes,40.0
S08696,Male,20.0,Science,12.0,Offline,Yes,Very Satisfied,Yes,Yes,No,96.0
S08697,Female,24.0,Arts,1.0,,Yes,Dissatisfied,Yes,Yes,Yes,40.0
S08698,Male,23.0,Commerce,4.0,Online,Yes,Very Satisfied,Yes,Yes,No,40.0
S08699,Other,,Medicine,0.0,Offline,Yes,Satisfied,No,Yes,Yes,40.0
S08700,Female,20.0,Engineering,12.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No,96.0
S08701,Male,18.0,Engineering,8.0,Online,Yes,Very Dissatisfied,Yes,Yes,No,68.0
S08702,Male,21.0,Engineering,8.0,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes,63.0
S08703,Female,18.0,Medicine,2.0,Hybrid,Yes,Dissatisfied,Yes,Yes,No,40.0
S08704,Male,19.0,Commerce,4.0,Offline,Yes,Satisfied,No,Yes,Yes,40.0
S08705,Female,20.0,Arts,2.0,Hybrid,Yes,Dissatisfied,No,Yes,No,40.0
S08706,Male,24.0,Commerce,6.0,Hybrid,Yes,Very Satisfied,No,Yes,No,50.0
S08707,Other,24.0,Medicine,12.0,Online,Yes,Very Satisfied,No,No,Yes,97.0
S08708,Male,24.0,Commerce,0.0,Online,Yes,Very Dissatisfied,Yes,Yes,No,40.0
S08709,Male,20.0,Science,4.0,Hybrid,,Satisfied,No,Yes,Yes,40.0
S08710,Female,24.0,Medicine,5.0,Offline,,Very Satisfied,Yes,Yes,Yes,41.0
S08711,,19.0,Engineering,6.0,Offline,Yes,Very Dissatisfied,,Yes,Yes,50.0
S08712,Female,20.0,Arts,11.0,Online,Yes,Very Dissatisfied,No,Yes,Yes,83.0
S08713,Other,24.0,Science,6.0,Online,Yes,Dissatisfied,,No,No,51.0
S08714,Female,20.0,Science,2.0,Online,Yes,Satisfied,Yes,No,No,40.0
S08715,Female,23.0,,6.0,Offline,Yes,Neutral,No,Yes,No,50.0
S08716,Male,20.0,Law,6.0,Online,Yes,Very Dissatisfied,No,No,No,52.0
S08717,Other,19.0,Engineering,9.0,Hybrid,Yes,Neutral,No,No,Yes,73.0
S08718,Female,18.0,Arts,10.0,Offline,Yes,Dissatisfied,No,,No,84.0
S08719,,20.0,Arts,5.0,Hybrid,Yes,Very Dissatisfied,No,Yes,No,41.0
S08720,Male,21.0,Arts,4.0,,Yes,Satisfied,Yes,Yes,No,40.0
S08721,Female,19.0,Medicine,3.0,Offline,Yes,Neutral,No,No,Yes,40.0
S08722,Male,22.0,Engineering,5.0,,Yes,Satisfied,No,Yes,No,40.0
S08723,Female,23.0,Medicine,12.0,Offline,Yes,Neutral,No,Yes,No,92.0
S08724,Female,19.0,Arts,6.0,Online,Yes,Dissatisfied,Yes,No,No,50.0
S08725,Female,18.0,Commerce,2.0,Offline,Yes,Very Dissatisfied,No,No,Yes,40.0
S08726,Other,24.0,Commerce,2.0,Offline,Yes,Very Dissatisfied,Yes,Yes,No,40.0
S08727,Female,24.0,Engineering,4.0,Offline,Yes,Dissatisfied,Yes,Yes,No,40.0
S08728,Male,19.0,Arts,10.0,Hybrid,Yes,Very Satisfied,Yes,No,No,85.0
S08729,Other,22.0,Medicine,4.0,Online,Yes,Neutral,No,No,Yes,40.0
S08730,Male,24.0,Law,8.0,Online,Yes,Neutral,Yes,Yes,Yes,59.0
S08731,Other,23.0,Law,3.0,Offline,Yes,Very Satisfied,No,Yes,Yes,40.0
S08732,Other,21.0,Law,4.0,Hybrid,Yes,Dissatisfied,No,Yes,Yes,40.0
S08733,Other,22.0,Commerce,11.0,Offline,Yes,Satisfied,No,No,Yes,92.0
S08734,Other,25.0,Medicine,8.0,Online,No,Satisfied,No,Yes,Yes,59.0
S08735,Male,,Law,3.0,Online,Yes,Dissatisfied,Yes,Yes,Yes,40.0
S08736,Female,19.0,Arts,12.0,Offline,Yes,Satisfied,Yes,Yes,No,98.0
S08737,Male,22.0,Arts,2.0,Offline,Yes,Dissatisfied,No,No,Yes,40.0
S08738,Female,24.0,Law,6.0,Offline,Yes,Neutral,No,No,No,50.0
S08739,Male,24.0,,6.0,Online,Yes,Neutral,Yes,Yes,Yes,50.0
S08740,Other,19.0,Law,7.0,Offline,Yes,Very Satisfied,Yes,No,,61.0
S08741,Other,24.0,Science,6.0,Offline,Yes,Dissatisfied,No,No,No,50.0
S08742,Female,24.0,Engineering,3.0,Online,Yes,Satisfied,No,Yes,Yes,40.0
S08743,Female,21.0,Engineering,8.0,Offline,Yes,,Yes,,Yes,65.0
S08744,Male,21.0,Arts,9.0,Hybrid,Yes,Very Dissatisfied,No,No,Yes,73.0
S08745,Female,18.0,Medicine,6.0,Online,Yes,Very Satisfied,Yes,Yes,Yes,52.0
S08746,Male,21.0,Commerce,6.0,Offline,Yes,Very Dissatisfied,No,Yes,No,46.0
S08747,Female,20.0,Medicine,12.0,Offline,Yes,Very Satisfied,No,No,Yes,99.0
S08748,Female,22.0,Arts,8.0,Online,Yes,Very Satisfied,No,No,Yes,60.0
S08749,Female,22.0,Arts,12.0,Online,Yes,Very Satisfied,No,Yes,No,100.0
S08750,Other,19.0,Medicine,4.0,Hybrid,Yes,Very Dissatisfied,No,Yes,No,40.0
S08751,Other,21.0,Commerce,3.0,Offline,Yes,Very Satisfied,No,No,Yes,40.0
S08752,Male,18.0,Arts,0.0,Offline,Yes,Dissatisfied,No,Yes,Yes,40.0
S08753,Female,24.0,Commerce,8.0,Offline,Yes,Dissatisfied,No,No,Yes,60.0
S08754,Male,18.0,Arts,5.0,Online,Yes,,Yes,Yes,No,40.0
S08755,Female,18.0,Engineering,10.0,Online,Yes,Neutral,No,Yes,,79.0
S08756,Other,23.0,Science,1.0,Online,Yes,Neutral,Yes,Yes,No,40.0
S08757,Other,24.0,Arts,12.0,Offline,Yes,Very Dissatisfied,Yes,Yes,No,91.0
S08758,Female,20.0,Science,6.0,Offline,Yes,Very Satisfied,No,Yes,Yes,52.0
S08759,Female,21.0,Law,2.0,Online,Yes,Very Satisfied,No,Yes,No,40.0
S08760,Other,24.0,Arts,5.0,Hybrid,Yes,Very Satisfied,Yes,No,No,40.0
S08761,Other,18.0,Engineering,7.0,Offline,Yes,Very Dissatisfied,No,Yes,Yes,59.0
S08762,Male,24.0,Commerce,2.0,,Yes,Very Satisfied,Yes,Yes,Yes,40.0
S08763,Other,20.0,Engineering,12.0,Online,Yes,,Yes,Yes,Yes,100.0
S08764,Female,22.0,Science,11.0,Offline,Yes,Very Satisfied,Yes,Yes,No,92.0
S08765,Male,19.0,Commerce,11.0,Hybrid,No,Very Dissatisfied,Yes,Yes,,91.0
S08766,Female,21.0,Engineering,4.0,Offline,Yes,Very Satisfied,Yes,Yes,Yes,40.0
S08767,Male,21.0,Engineering,5.0,Hybrid,Yes,Dissatisfied,No,Yes,No,40.0
S08768,Female,23.0,Engineering,0.0,Offline,Yes,Very Dissatisfied,Yes,,No,40.0
S08769,Other,22.0,Medicine,9.0,Hybrid,Yes,Neutral,Yes,Yes,No,70.0
S08770,Female,,Commerce,6.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,46.0
S08771,Male,23.0,Engineering,3.0,Online,Yes,Satisfied,Yes,Yes,Yes,40.0
S08772,Female,23.0,Engineering,9.0,Online,Yes,Neutral,No,No,,69.0
S08773,Male,23.0,,10.0,Hybrid,Yes,Neutral,,No,Yes,77.0
S08774,,25.0,Engineering,6.0,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,43.0
S08775,Other,21.0,Engineering,6.0,Hybrid,Yes,Satisfied,No,Yes,No,51.0
S08776,Other,21.0,Law,10.0,Offline,Yes,Neutral,Yes,No,Yes,85.0
S08777,Female,21.0,Commerce,4.0,Offline,Yes,Very Satisfied,No,No,Yes,40.0
S08778,Female,20.0,Law,7.0,Offline,Yes,Satisfied,No,Yes,No,59.0
S08779,,23.0,,7.0,Offline,Yes,Satisfied,No,No,Yes,51.0
S08780,Male,20.0,Science,4.0,Online,Yes,Very Dissatisfied,Yes,Yes,No,40.0
S08781,Female,19.0,Law,4.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,40.0
S08782,Female,21.0,Medicine,6.0,Offline,No,Very Dissatisfied,Yes,No,Yes,48.0
S08783,Male,,Arts,5.0,Online,Yes,Satisfied,Yes,Yes,Yes,41.0
S08784,Other,24.0,Commerce,3.0,Offline,Yes,Dissatisfied,Yes,,Yes,40.0
S08785,Female,22.0,Engineering,1.0,Offline,Yes,Very Dissatisfied,No,Yes,Yes,40.0
S08786,Female,25.0,Law,7.0,Online,Yes,Dissatisfied,,No,Yes,53.0
S08787,Other,18.0,Law,2.0,Online,,Neutral,No,No,No,40.0
S08788,Other,19.0,Engineering,1.0,Offline,Yes,Very Satisfied,No,Yes,Yes,40.0
S08789,Male,24.0,Engineering,11.0,,,Very Satisfied,No,No,Yes,91.0
S08790,Female,18.0,Science,9.0,Online,Yes,Dissatisfied,No,Yes,No,68.0
S08791,,18.0,Law,6.0,Hybrid,Yes,,No,No,No,44.0
S08792,Male,21.0,Law,9.0,Offline,Yes,Very Satisfied,No,No,Yes,76.0
S08793,Other,22.0,Arts,5.0,Offline,Yes,Dissatisfied,No,Yes,No,43.0
S08794,Male,18.0,Medicine,6.0,Offline,Yes,Very Dissatisfied,No,Yes,No,46.0
S08795,Other,23.0,Arts,12.0,Offline,Yes,,Yes,No,No,95.0
S08796,Male,24.0,Law,5.0,Offline,Yes,Neutral,No,No,No,45.0
S08797,Other,25.0,Arts,6.0,Offline,Yes,Dissatisfied,No,Yes,No,51.0
S08798,Male,25.0,Law,1.0,Hybrid,Yes,Very Dissatisfied,Yes,No,No,40.0
S08799,Other,18.0,Commerce,9.0,Online,Yes,Dissatisfied,Yes,No,Yes,76.0
S08800,Other,19.0,Science,1.0,Offline,Yes,Very Dissatisfied,No,,No,40.0
S08801,Other,22.0,Arts,5.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,43.0
S08802,Other,,Law,8.0,Hybrid,Yes,Neutral,No,Yes,Yes,65.0
S08803,Other,25.0,Arts,2.0,Offline,Yes,Neutral,Yes,No,No,40.0
S08804,Female,18.0,Medicine,10.0,Offline,Yes,Very Satisfied,Yes,Yes,Yes,83.0
S08805,Other,22.0,Science,9.0,Online,Yes,Very Dissatisfied,No,Yes,Yes,71.0
S08806,Female,19.0,Commerce,12.0,Online,Yes,Very Dissatisfied,Yes,Yes,No,95.0
S08807,Other,25.0,Engineering,6.0,Online,Yes,Very Dissatisfied,No,Yes,No,50.0
S08808,Female,,Engineering,4.0,Offline,,Very Satisfied,No,No,No,40.0
S08809,Female,19.0,Arts,12.0,Online,Yes,Satisfied,Yes,Yes,No,94.0
S08810,Male,19.0,Law,5.0,Online,Yes,Neutral,,No,Yes,43.0
S08811,Other,23.0,Medicine,5.0,Hybrid,Yes,Neutral,Yes,Yes,No,41.0
S08812,Male,21.0,Science,10.0,Offline,No,Very Dissatisfied,No,No,No,81.0
S08813,Male,18.0,Commerce,11.0,,Yes,Very Satisfied,No,Yes,,85.0
S08814,Other,24.0,,9.0,Offline,Yes,Very Dissatisfied,Yes,Yes,Yes,70.0
S08815,Male,25.0,,10.0,Online,Yes,Neutral,No,No,No,81.0
S08816,Other,22.0,Engineering,12.0,,Yes,Very Satisfied,Yes,Yes,Yes,100.0
S08817,Male,,Science,2.0,Online,Yes,Dissatisfied,Yes,No,No,40.0
S08818,Other,25.0,Engineering,10.0,Offline,Yes,Neutral,No,No,No,79.0
S08819,Other,,Arts,10.0,Online,Yes,,Yes,Yes,Yes,77.0
S08820,Other,24.0,Commerce,4.0,Offline,Yes,Satisfied,No,No,No,40.0
S08821,Female,24.0,Science,6.0,,Yes,Dissatisfied,No,Yes,No,49.0
S08822,Male,18.0,Commerce,0.0,Online,No,Very Satisfied,,No,No,40.0
S08823,Female,21.0,Engineering,1.0,Offline,No,Dissatisfied,Yes,Yes,No,40.0
S08824,Male,,Engineering,9.0,Online,,Satisfied,No,No,No,73.0
S08825,Male,22.0,Engineering,2.0,,Yes,Neutral,No,Yes,Yes,40.0
S08826,Male,23.0,Commerce,3.0,Online,Yes,Satisfied,No,Yes,Yes,40.0
S08827,Female,24.0,Science,12.0,Online,Yes,Very Satisfied,No,No,No,92.0
S08828,Male,22.0,Science,8.0,Online,Yes,Dissatisfied,Yes,Yes,No,66.0
S08829,,24.0,Arts,0.0,Offline,Yes,Dissatisfied,Yes,Yes,Yes,40.0
S08830,Other,19.0,Commerce,2.0,Online,Yes,Very Satisfied,,Yes,No,40.0
S08831,Male,19.0,Arts,2.0,Online,Yes,Very Dissatisfied,Yes,No,Yes,40.0
S08832,Male,18.0,Medicine,12.0,Hybrid,Yes,Very Satisfied,Yes,No,No,92.0
S08833,Other,22.0,Arts,12.0,Hybrid,Yes,Very Satisfied,No,Yes,No,94.0
S08834,Other,22.0,Arts,6.0,Offline,Yes,Satisfied,Yes,No,Yes,45.0
S08835,Male,24.0,Arts,4.0,Offline,Yes,Satisfied,No,Yes,No,40.0
S08836,Other,23.0,Engineering,2.0,Offline,Yes,Very Satisfied,Yes,No,No,40.0
S08837,Female,19.0,Medicine,3.0,Offline,Yes,Neutral,No,No,No,40.0
S08838,Female,20.0,Arts,10.0,Online,Yes,Dissatisfied,Yes,Yes,Yes,83.0
S08839,Male,18.0,Science,6.0,Online,Yes,Very Satisfied,,Yes,No,43.0
S08840,Female,25.0,Arts,2.0,Offline,Yes,Very Dissatisfied,No,No,Yes,40.0
S08841,Female,22.0,Engineering,8.0,Offline,Yes,Dissatisfied,No,No,Yes,65.0
S08842,Male,21.0,Law,7.0,Hybrid,Yes,Neutral,No,Yes,No,52.0
S08843,Other,21.0,Medicine,12.0,Offline,Yes,Very Satisfied,No,,No,92.0
S08844,Male,20.0,Law,1.0,Hybrid,Yes,Neutral,Yes,Yes,Yes,40.0
S08845,Female,19.0,Law,4.0,,Yes,Dissatisfied,Yes,Yes,No,40.0
S08846,Male,19.0,Medicine,3.0,Offline,Yes,Very Dissatisfied,Yes,Yes,No,40.0
S08847,Male,19.0,Commerce,11.0,Online,Yes,Dissatisfied,Yes,Yes,No,92.0
S08848,Female,23.0,Science,12.0,Offline,Yes,,No,No,Yes,100.0
S08849,Female,24.0,Engineering,4.0,Hybrid,Yes,,No,Yes,No,40.0
S08850,Male,21.0,Medicine,2.0,Online,Yes,Dissatisfied,Yes,No,Yes,40.0
S08851,Female,,Law,9.0,Hybrid,Yes,Very Satisfied,No,No,Yes,76.0
S08852,Female,21.0,Engineering,10.0,Offline,Yes,Very Satisfied,Yes,No,Yes,78.0
S08853,Female,20.0,Engineering,0.0,Online,Yes,Neutral,Yes,Yes,Yes,40.0
S08854,Female,18.0,Commerce,7.0,Hybrid,Yes,Very Dissatisfied,No,Yes,No,55.0
S08855,Female,24.0,Law,8.0,Offline,,,Yes,No,,63.0
S08856,Female,23.0,Arts,7.0,Hybrid,Yes,,Yes,No,No,55.0
S08857,Other,22.0,Engineering,3.0,Offline,Yes,Neutral,Yes,No,Yes,40.0
S08858,Male,20.0,Law,11.0,Hybrid,Yes,Very Satisfied,No,No,Yes,93.0
S08859,,24.0,Engineering,1.0,Offline,Yes,Very Satisfied,Yes,Yes,Yes,40.0
S08860,Male,21.0,Commerce,3.0,Hybrid,Yes,Neutral,Yes,Yes,No,40.0
S08861,Other,20.0,Commerce,8.0,Online,Yes,Dissatisfied,No,No,No,64.0
S08862,Female,22.0,Arts,9.0,Offline,Yes,Very Satisfied,No,,Yes,77.0
S08863,Male,24.0,Commerce,8.0,Offline,Yes,Very Dissatisfied,No,Yes,,60.0
S08864,Female,23.0,Law,4.0,Hybrid,Yes,Very Satisfied,No,Yes,Yes,40.0
S08865,Female,25.0,Medicine,4.0,Offline,Yes,Neutral,No,Yes,Yes,40.0
S08866,Female,18.0,,9.0,Online,Yes,Satisfied,No,Yes,Yes,71.0
S08867,Female,22.0,Medicine,2.0,Hybrid,Yes,Neutral,No,Yes,No,40.0
S08868,Female,24.0,,5.0,Hybrid,Yes,Neutral,Yes,Yes,No,40.0
S08869,Female,23.0,Science,6.0,Hybrid,Yes,Very Dissatisfied,No,No,Yes,44.0
S08870,Female,21.0,Engineering,11.0,Online,Yes,Dissatisfied,Yes,Yes,No,87.0
S08871,Other,22.0,Engineering,9.0,Online,Yes,Very Dissatisfied,Yes,No,No,69.0
S08872,,25.0,Law,11.0,Offline,Yes,Very Dissatisfied,No,No,Yes,86.0
S08873,Female,20.0,Arts,8.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No,60.0
S08874,Female,19.0,Arts,6.0,Online,,Satisfied,Yes,Yes,No,46.0
S08875,Other,20.0,Arts,2.0,Offline,Yes,Neutral,No,Yes,No,40.0
S08876,Other,21.0,Engineering,11.0,Online,Yes,Very Dissatisfied,Yes,No,No,90.0
S08877,Other,24.0,Commerce,12.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,100.0
S08878,Female,25.0,Engineering,6.0,Online,Yes,Dissatisfied,Yes,Yes,Yes,45.0
S08879,Male,18.0,Engineering,12.0,Offline,Yes,Dissatisfied,No,Yes,No,91.0
S08880,Male,22.0,Engineering,0.0,Online,Yes,Satisfied,No,Yes,No,40.0
S08881,Male,24.0,Commerce,1.0,Online,Yes,Neutral,No,No,,40.0
S08882,,18.0,Science,3.0,Online,Yes,Very Dissatisfied,Yes,Yes,Yes,40.0
S08883,Female,21.0,Law,6.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No,46.0
S08884,Male,22.0,Science,8.0,Online,Yes,Dissatisfied,No,,No,59.0
S08885,Other,23.0,Science,4.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,40.0
S08886,Other,23.0,Engineering,7.0,Online,No,Very Satisfied,Yes,Yes,Yes,51.0
S08887,Male,,Science,6.0,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes,47.0
S08888,Other,20.0,Engineering,4.0,Online,Yes,Satisfied,Yes,Yes,No,40.0
S08889,Female,24.0,,12.0,Hybrid,Yes,Satisfied,Yes,Yes,Yes,92.0
S08890,Male,20.0,,2.0,Hybrid,Yes,,Yes,No,Yes,40.0
S08891,Male,25.0,Arts,2.0,Hybrid,Yes,Dissatisfied,No,Yes,No,40.0
S08892,Female,21.0,Engineering,12.0,,,Satisfied,No,No,Yes,91.0
S08893,Other,23.0,Science,5.0,Offline,Yes,Dissatisfied,Yes,No,No,40.0
S08894,Female,25.0,Law,6.0,Hybrid,Yes,Very Satisfied,Yes,Yes,No,46.0
S08895,Female,22.0,Medicine,10.0,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes,79.0
S08896,Other,23.0,Medicine,3.0,Hybrid,Yes,Very Dissatisfied,No,No,Yes,40.0
S08897,Female,20.0,Medicine,2.0,Hybrid,Yes,Very Satisfied,No,Yes,No,40.0
S08898,Other,24.0,Science,3.0,Hybrid,Yes,Very Dissatisfied,Yes,No,Yes,40.0
S08899,Other,21.0,Arts,2.0,Offline,Yes,Dissatisfied,Yes,No,No,40.0
S08900,Female,,Commerce,12.0,Online,Yes,,Yes,Yes,No,91.0
S08901,Other,25.0,Arts,11.0,Offline,,Dissatisfied,No,No,Yes,84.0
S08902,Female,21.0,Law,9.0,Online,,Satisfied,No,Yes,,72.0
S08903,Other,25.0,Arts,10.0,Offline,No,Dissatisfied,No,Yes,No,80.0
S08904,,23.0,Medicine,10.0,Online,Yes,Neutral,Yes,Yes,No,76.0
S08905,Other,24.0,Arts,12.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,No,99.0
S08906,Other,18.0,Law,11.0,Online,Yes,Satisfied,No,Yes,Yes,86.0
S08907,Female,24.0,Law,5.0,Online,Yes,Dissatisfied,No,No,,41.0
S08908,Other,23.0,Medicine,12.0,Hybrid,Yes,Very Satisfied,No,Yes,Yes,96.0
S08909,Male,20.0,Science,6.0,Hybrid,Yes,Very Dissatisfied,No,Yes,Yes,53.0
S08910,Male,24.0,Engineering,3.0,Online,Yes,Dissatisfied,Yes,Yes,No,40.0
S08911,Other,22.0,Commerce,2.0,Online,,Satisfied,,No,Yes,40.0
S08912,Other,20.0,Commerce,2.0,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes,40.0
S08913,Male,20.0,Medicine,10.0,Offline,No,Very Dissatisfied,Yes,Yes,Yes,81.0
S08914,Female,20.0,Commerce,2.0,Hybrid,Yes,Satisfied,No,Yes,No,40.0
S08915,Male,21.0,Arts,8.0,Online,Yes,Very Satisfied,Yes,No,Yes,61.0
S08916,Male,19.0,Law,10.0,Online,Yes,Neutral,No,Yes,Yes,75.0
S08917,Other,19.0,Law,10.0,Online,Yes,,No,Yes,,76.0
S08918,Other,18.0,Medicine,11.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,93.0
S08919,Male,,Law,2.0,Hybrid,Yes,Neutral,No,No,No,40.0
S08920,Female,25.0,Engineering,2.0,Offline,Yes,Dissatisfied,No,No,Yes,40.0
S08921,Male,20.0,Law,7.0,Online,Yes,Neutral,Yes,Yes,Yes,55.0
S08922,Male,19.0,Law,6.0,Online,Yes,Neutral,Yes,No,No,52.0
S08923,Female,18.0,Arts,6.0,Hybrid,Yes,Neutral,Yes,Yes,Yes,44.0
S08924,Male,21.0,Science,2.0,Online,,Very Satisfied,Yes,No,No,40.0
S08925,Male,20.0,Commerce,7.0,Offline,Yes,Neutral,No,No,Yes,58.0
S08926,Other,22.0,Arts,2.0,Hybrid,Yes,Neutral,Yes,Yes,Yes,40.0
S08927,Female,,Arts,4.0,,Yes,Dissatisfied,Yes,Yes,Yes,40.0
S08928,Other,18.0,Arts,0.0,Hybrid,Yes,Neutral,Yes,No,Yes,40.0
S08929,Other,21.0,Commerce,11.0,Hybrid,Yes,Very Satisfied,No,Yes,No,87.0
S08930,Female,22.0,Medicine,4.0,Offline,Yes,Satisfied,Yes,No,Yes,40.0
S08931,Female,25.0,Arts,5.0,Hybrid,Yes,Satisfied,No,No,No,40.0
S08932,Male,21.0,Science,6.0,Online,Yes,Very Satisfied,No,No,Yes,49.0
S08933,Other,18.0,Medicine,1.0,Offline,Yes,Very Satisfied,,No,Yes,40.0
S08934,Female,25.0,,1.0,Hybrid,Yes,Neutral,No,Yes,Yes,40.0
S08935,,25.0,Science,8.0,Online,Yes,Very Satisfied,No,No,Yes,62.0
S08936,Other,25.0,Medicine,9.0,Hybrid,Yes,Neutral,,No,No,75.0
S08937,Female,22.0,Law,0.0,Hybrid,Yes,Very Dissatisfied,Yes,Yes,Yes,40.0
S08938,Male,22.0,Law,1.0,Offline,Yes,Dissatisfied,No,No,No,40.0
S08939,Other,25.0,Arts,1.0,Offline,Yes,Dissatisfied,No,No,No,40.0
S08940,Female,21.0,Arts,12.0,Offline,Yes,Dissatisfied,No,No,Yes,94.0
S08941,Male,22.0,Commerce,9.0,Offline,Yes,Very Dissatisfied,Yes,Yes,,75.0
S08942,Other,24.0,Engineering,6.0,Online,Yes,Dissatisfied,Yes,Yes,,43.0
S08943,Female,21.0,Science,5.0,Hybrid,No,Neutral,No,,Yes,40.0
S08944,Other,20.0,Commerce,8.0,Offline,Yes,Satisfied,No,No,No,62.0
S08945,Female,22.0,Commerce,10.0,Online,Yes,Dissatisfied,No,Yes,Yes,77.0
S08946,Female,21.0,Science,6.0,Offline,,Dissatisfied,Yes,Yes,,49.0
S08947,Other,20.0,Medicine,2.0,Hybrid,Yes,Neutral,No,No,Yes,40.0
S08948,Other,22.0,Science,2.0,Offline,Yes,Neutral,No,Yes,No,40.0
S08949,Female,20.0,Law,0.0,Hybrid,Yes,Dissatisfied,No,No,Yes,40.0
S08950,Male,23.0,Engineering,7.0,Hybrid,Yes,Very Satisfied,Yes,Yes,Yes,61.0
S08951,Other,22.0,Medicine,0.0,Online,No,Very Dissatisfied,No,Yes,Yes,40.0
S08952,Female,23.0,Arts,10.0,Offline,Yes,Satisfied,No,No,No,76.0
S08953,Female,18.0,Engineering,1.0,Offline,,Satisfied,No,No,Yes,40.0
S08954,Male,18.0,,6.0,Hybrid,Yes,Very Dissatisfied,No,No,No,46.0
S08955,Male,21.0,Arts,11.0,Offline,Yes,Dissatisfied,,Yes,Yes,83.0
S08956,Male,19.0,Engineering,6.0,Hybrid,Yes,Dissatisfied,No,No,No,43.0
S08957,Other,23.0,Medicine,0.0,Online,Yes,Dissatisfied,No,Yes,Yes,40.0
S08958,Female,23.0,Medicine,11.0,Offline,No,Dissatisfied,No,Yes,Yes,89.0
S08959,Female,18.0,Medicine,3.0,,Yes,Dissatisfied,,No,Yes,40.0
S08960,Female,23.0,Commerce,8.0,Offline,Yes,Satisfied,No,Yes,No,62.0
S08961,Male,19.0,Commerce,7.0,Offline,Yes,,No,No,No,56.0
S08962,Female,25.0,Medicine,10.0,Online,No,Neutral,No,Yes,Yes,77.0
S08963,Other,20.0,Arts,12.0,Hybrid,No,Very Satisfied,Yes,No,Yes,100.0
S08964,Male,20.0,Arts,7.0,Online,Yes,,Yes,Yes,No,58.0
S08965,Male,19.0,Science,11.0,Online,Yes,Neutral,Yes,Yes,Yes,86.0
S08966,Male,23.0,Science,2.0,Online,Yes,Satisfied,Yes,Yes,Yes,40.0
S08967,Male,23.0,Medicine,4.0,Hybrid,Yes,Neutral,No,Yes,No,40.0
S08968,,23.0,Engineering,3.0,Hybrid,No,Very Dissatisfied,No,Yes,,40.0
